DbtrAcct_Id,CdtrAcct_Id,UltmtDbtr_Id,UltmtCdtr_Id,IntrBkSttlmAmt,Ccy,IntrBkSttlmDt,SttlmMtd,Dbtr_Nm,Cdtr_Nm,UltmtDbtr_Nm,UltmtCdtr_Nm,Dbtr_Ctry,Cdtr_Ctry,Dbtr_Industry,Cdtr_Industry,Dbtr_SubIndustry,Cdtr_SubIndustry,risk_label,geo_label,expense_label,recurrence_label,group_id
MZM9RN12,KH3BEC04,NJVZQN,V53MRY,65170.2,SGD,2023-12-08,INGA,Acme Inc Holdings Capital,Harbor GmbH Sales Services,Acme Inc Holdings,Harbor GmbH Sales,SG,FR,Industrials,Financial,Manufacturing,Banks,Medium,International,Other,No,69
MZM9RN12,KH3BEC04,NJVZQN,V53MRY,62902.7,SGD,2024-01-01,INGA,Acme Inc Holdings Capital,Harbor GmbH Sales Services,Acme Inc Holdings,Harbor GmbH Sales,SG,FR,Industrials,Financial,Manufacturing,Banks,High,International,Other,No,69
MZM9RN12,7K58HAAG,NJVZQN,6JKRGS,1704.76,SGD,2023-06-14,COVE,Acme Inc Holdings Capital,Lumen PLC Travel Holdings,Acme Inc Holdings,Lumen PLC Travel,SG,JP,Industrials,Financial,Manufacturing,Banks,Medium,Asia,Other,No,70
MZM9RN12,7K58HAAG,NJVZQN,6JKRGS,2873.5,SGD,2023-08-29,INGA,Acme Inc Holdings Capital,Lumen PLC Travel Holdings,Acme Inc Holdings,Lumen PLC Travel,SG,JP,Industrials,Financial,Manufacturing,Banks,Medium,Asia,Other,No,70
MZM9RN12,7K58HAAG,NJVZQN,6JKRGS,2650.49,SGD,2023-09-01,COVE,Acme Inc Holdings Capital,Lumen PLC Travel Holdings,Acme Inc Holdings,Lumen PLC Travel,SG,JP,Industrials,Financial,Manufacturing,Banks,Medium,Asia,Other,No,70
MZM9RN12,VR7GFY4J,NJVZQN,TDN8TA,21668.6,SGD,2023-05-19,INGA,Acme Inc Holdings Capital,Granite SA Holdings Travel,Acme Inc Holdings,Granite SA Holdings,SG,GB,Industrials,Communications,Manufacturing,Media,Low,International,Operational,No,71
MZM9RN12,VR7GFY4J,NJVZQN,TDN8TA,29190.23,SGD,2023-04-01,INGA,Acme Inc Holdings Capital,Granite SA Holdings Travel,Acme Inc Holdings,Granite SA Holdings,SG,GB,Industrials,Communications,Manufacturing,Media,Medium,International,Operational,No,71
BL21NR17,OBZTS708,6JKRGS,1EC002,7280.45,JPY,2023-09-03,Local,Lumen PLC Travel Travel,Plantations PLC Sales,Lumen PLC Travel,Plantations PLC,JP,DE,Financial,Energy,Banks,Utilities,Medium,International,Capital,No,72
BL21NR17,ETGJK9QU,6JKRGS,6JKRGS,1698.94,JPY,2023-06-14,COVE,Lumen PLC Travel Travel,Lumen PLC Travel Ops,Lumen PLC Travel,Lumen PLC Travel,JP,JP,Financial,Financial,Banks,Banks,Low,Asia,Other,No,73
BL21NR17,ETGJK9QU,6JKRGS,6JKRGS,1156.87,JPY,2023-07-11,COVE,Lumen PLC Travel Travel,Lumen PLC Travel Ops,Lumen PLC Travel,Lumen PLC Travel,JP,JP,Financial,Financial,Banks,Banks,Low,Asia,Other,No,73
BL21NR17,ETGJK9QU,6JKRGS,6JKRGS,1811.97,JPY,2023-06-25,INDA,Lumen PLC Travel Travel,Lumen PLC Travel Ops,Lumen PLC Travel,Lumen PLC Travel,JP,JP,Financial,Financial,Banks,Banks,Low,Asia,Other,No,73
BL21NR17,ETGJK9QU,6JKRGS,6JKRGS,826.08,JPY,2023-07-28,COVE,Lumen PLC Travel Travel,Lumen PLC Travel Ops,Lumen PLC Travel,Lumen PLC Travel,JP,JP,Financial,Financial,Banks,Banks,Low,Asia,Other,No,73
BL21NR17,ETGJK9QU,6JKRGS,6JKRGS,2047.03,JPY,2023-07-16,COVE,Lumen PLC Travel Travel,Lumen PLC Travel Ops,Lumen PLC Travel,Lumen PLC Travel,JP,JP,Financial,Financial,Banks,Banks,Low,Asia,Other,No,73
BL21NR17,ETGJK9QU,6JKRGS,6JKRGS,1031.29,JPY,2023-07-16,Local,Lumen PLC Travel Travel,Lumen PLC Travel Ops,Lumen PLC Travel,Lumen PLC Travel,JP,JP,Financial,Financial,Banks,Banks,Low,Asia,Other,No,73
BL21NR17,ETGJK9QU,6JKRGS,6JKRGS,1374.45,JPY,2023-07-25,INDA,Lumen PLC Travel Travel,Lumen PLC Travel Ops,Lumen PLC Travel,Lumen PLC Travel,JP,JP,Financial,Financial,Banks,Banks,Low,Asia,Other,No,73
BL21NR17,PZ9GLQR9,6JKRGS,8IEXFL,6789.21,JPY,2023-12-18,Local,Lumen PLC Travel Travel,Acme PLC Services Holdings,Lumen PLC Travel,Acme PLC Services,JP,JP,Financial,Technology,Banks,Hardware,Medium,Asia,Technology,No,74
BL21NR17,PZ9GLQR9,6JKRGS,8IEXFL,7844.24,JPY,2023-11-28,INGA,Lumen PLC Travel Travel,Acme PLC Services Holdings,Lumen PLC Travel,Acme PLC Services,JP,JP,Financial,Technology,Banks,Hardware,Low,Asia,Technology,No,74
BL21NR17,PZ9GLQR9,6JKRGS,8IEXFL,6552.92,JPY,2024-01-01,INDA,Lumen PLC Travel Travel,Acme PLC Services Holdings,Lumen PLC Travel,Acme PLC Services,JP,JP,Financial,Technology,Banks,Hardware,Low,Asia,Technology,No,74
BL21NR17,YBI4L94I,6JKRGS,Z6PMSL,32784.28,JPY,2023-01-24,INGA,Lumen PLC Travel Travel,Vertex Ltd Capital Ops,Lumen PLC Travel,Vertex Ltd Capital,JP,AU,Financial,Energy,Banks,Utilities,Medium,Asia,Capital,Yes,75
BL21NR17,YBI4L94I,6JKRGS,Z6PMSL,30410.52,JPY,2023-02-07,Swift,Lumen PLC Travel Travel,Vertex Ltd Capital Ops,Lumen PLC Travel,Vertex Ltd Capital,JP,AU,Financial,Energy,Banks,Utilities,Low,Asia,Capital,Yes,75
BL21NR17,YBI4L94I,6JKRGS,Z6PMSL,28226.48,JPY,2023-02-21,OnUs,Lumen PLC Travel Travel,Vertex Ltd Capital Ops,Lumen PLC Travel,Vertex Ltd Capital,JP,AU,Financial,Energy,Banks,Utilities,Medium,Asia,Capital,Yes,75
BL21NR17,SL5VY3D4,6JKRGS,J3YTRN,3021.24,JPY,2023-06-14,INDA,Lumen PLC Travel Travel,Apex Inc Services Sales,Lumen PLC Travel,Apex Inc Services,JP,GB,Financial,Communications,Banks,Telecom,Medium,International,Operational,Yes,76
BL21NR17,SL5VY3D4,6JKRGS,J3YTRN,3215.85,JPY,2023-07-14,COVE,Lumen PLC Travel Travel,Apex Inc Services Sales,Lumen PLC Travel,Apex Inc Services,JP,GB,Financial,Communications,Banks,Telecom,Low,International,Operational,Yes,76
BL21NR17,SL5VY3D4,6JKRGS,J3YTRN,2979.32,JPY,2023-08-13,CLRG,Lumen PLC Travel Travel,Apex Inc Services Sales,Lumen PLC Travel,Apex Inc Services,JP,GB,Financial,Communications,Banks,Telecom,Medium,International,Operational,Yes,76
BL21NR17,SL5VY3D4,6JKRGS,J3YTRN,3121.69,JPY,2023-09-12,INDA,Lumen PLC Travel Travel,Apex Inc Services Sales,Lumen PLC Travel,Apex Inc Services,JP,GB,Financial,Communications,Banks,Telecom,Medium,International,Operational,Yes,76
BL21NR17,SL5VY3D4,6JKRGS,J3YTRN,2790.23,JPY,2023-10-12,INGA,Lumen PLC Travel Travel,Apex Inc Services Sales,Lumen PLC Travel,Apex Inc Services,JP,GB,Financial,Communications,Banks,Telecom,Medium,International,Operational,Yes,76
WO9RYXOX,H6VYLBAX,926IN3,6JKRGS,11357.19,GBP,2023-08-13,INGA,Northwind SA Sales Services,Lumen PLC Travel Ops,Northwind SA Sales,Lumen PLC Travel,GB,JP,Communications,Financial,Media,Banks,Medium,International,Other,No,77
WO9RYXOX,H6VYLBAX,926IN3,6JKRGS,19465.97,GBP,2023-07-23,INDA,Northwind SA Sales Services,Lumen PLC Travel Ops,Northwind SA Sales,Lumen PLC Travel,GB,JP,Communications,Financial,Media,Banks,Medium,International,Other,No,77
WO9RYXOX,H6VYLBAX,926IN3,6JKRGS,17384.27,GBP,2023-08-03,Swift,Northwind SA Sales Services,Lumen PLC Travel Ops,Northwind SA Sales,Lumen PLC Travel,GB,JP,Communications,Financial,Media,Banks,Low,International,Other,No,77
WO9RYXOX,H6VYLBAX,926IN3,6JKRGS,18303.97,GBP,2023-07-28,INDA,Northwind SA Sales Services,Lumen PLC Travel Ops,Northwind SA Sales,Lumen PLC Travel,GB,JP,Communications,Financial,Media,Banks,Medium,International,Other,No,77
WO9RYXOX,H6VYLBAX,926IN3,6JKRGS,9370.28,GBP,2023-07-23,INGA,Northwind SA Sales Services,Lumen PLC Travel Ops,Northwind SA Sales,Lumen PLC Travel,GB,JP,Communications,Financial,Media,Banks,Medium,International,Other,No,77
WO9RYXOX,H6VYLBAX,926IN3,6JKRGS,35873.41,GBP,2023-07-03,COVE,Northwind SA Sales Services,Lumen PLC Travel Ops,Northwind SA Sales,Lumen PLC Travel,GB,JP,Communications,Financial,Media,Banks,Medium,International,Other,No,77
YUINXNNJ,Z3604E76,3FR31Y,LZEW78,10676.95,GBP,2023-01-17,OnUs,Meridian SA Holdings Capital,Northwind Inc Capital Capital,Meridian SA Holdings,Northwind Inc Capital,GB,BR,Consumer,Industrials,Food,Construction,Low,International,Capital,No,78
YUINXNNJ,Z3604E76,3FR31Y,LZEW78,21344.17,GBP,2023-01-28,INDA,Meridian SA Holdings Capital,Northwind Inc Capital Capital,Meridian SA Holdings,Northwind Inc Capital,GB,BR,Consumer,Industrials,Food,Construction,Low,International,Capital,No,78
YUINXNNJ,Z3604E76,3FR31Y,LZEW78,23698.37,GBP,2023-04-06,COVE,Meridian SA Holdings Capital,Northwind Inc Capital Capital,Meridian SA Holdings,Northwind Inc Capital,GB,BR,Consumer,Industrials,Food,Construction,Low,International,Capital,No,78
YUINXNNJ,Z3604E76,3FR31Y,LZEW78,23392.82,GBP,2023-02-17,INDA,Meridian SA Holdings Capital,Northwind Inc Capital Capital,Meridian SA Holdings,Northwind Inc Capital,GB,BR,Consumer,Industrials,Food,Construction,Low,International,Capital,No,78
YUINXNNJ,Z3604E76,3FR31Y,LZEW78,11980.33,GBP,2023-01-21,COVE,Meridian SA Holdings Capital,Northwind Inc Capital Capital,Meridian SA Holdings,Northwind Inc Capital,GB,BR,Consumer,Industrials,Food,Construction,Low,International,Capital,No,78
YUINXNNJ,74L2Z6OW,3FR31Y,J3YTRN,3284.63,GBP,2023-03-15,Local,Meridian SA Holdings Capital,Apex Inc Services Ops,Meridian SA Holdings,Apex Inc Services,GB,GB,Consumer,Communications,Food,Telecom,Low,EMEA,Operational,No,79
YUINXNNJ,NUH86V1M,3FR31Y,6JKRGS,1619.94,GBP,2023-02-10,INDA,Meridian SA Holdings Capital,Lumen PLC Travel Holdings,Meridian SA Holdings,Lumen PLC Travel,GB,JP,Consumer,Financial,Food,Banks,Medium,International,Other,No,80
FNCAP3OJ,PQ9Q189L,F52K9X,7WJCUT,1319.97,PHP,2023-03-08,INDA,Vertex Pte Travel,Cardinal GmbH Sales Holdings,Vertex Pte,Cardinal GmbH Sales,PH,PH,Energy,Industrials,Utilities,Manufacturing,Low,Asia,Capital,No,81
FNCAP3OJ,PQ9Q189L,F52K9X,7WJCUT,1674.71,PHP,2023-02-22,OnUs,Vertex Pte Travel,Cardinal GmbH Sales Holdings,Vertex Pte,Cardinal GmbH Sales,PH,PH,Energy,Industrials,Utilities,Manufacturing,Low,Asia,Capital,No,81
FNCAP3OJ,PQ9Q189L,F52K9X,7WJCUT,1053.27,PHP,2023-04-15,INDA,Vertex Pte Travel,Cardinal GmbH Sales Holdings,Vertex Pte,Cardinal GmbH Sales,PH,PH,Energy,Industrials,Utilities,Manufacturing,Low,Asia,Capital,No,81
FNCAP3OJ,PQ9Q189L,F52K9X,7WJCUT,1482.6,PHP,2023-03-22,Swift,Vertex Pte Travel,Cardinal GmbH Sales Holdings,Vertex Pte,Cardinal GmbH Sales,PH,PH,Energy,Industrials,Utilities,Manufacturing,Low,Asia,Capital,No,81
FNCAP3OJ,2UFWIQRI,F52K9X,N5YL2Z,1660.2,PHP,2023-12-08,Local,Vertex Pte Travel,Northwind LLC Holdings Services,Vertex Pte,Northwind LLC Holdings,PH,AU,Energy,Consumer,Utilities,Retail,Medium,Asia,Operational,No,82
FNCAP3OJ,2UFWIQRI,F52K9X,N5YL2Z,1566.33,PHP,2024-01-01,INGA,Vertex Pte Travel,Northwind LLC Holdings Services,Vertex Pte,Northwind LLC Holdings,PH,AU,Energy,Consumer,Utilities,Retail,Medium,Asia,Operational,No,82
FNCAP3OJ,2UFWIQRI,F52K9X,N5YL2Z,1844.11,PHP,2024-01-01,INGA,Vertex Pte Travel,Northwind LLC Holdings Services,Vertex Pte,Northwind LLC Holdings,PH,AU,Energy,Consumer,Utilities,Retail,Medium,Asia,Operational,No,82
FNCAP3OJ,2UFWIQRI,F52K9X,N5YL2Z,1504.25,PHP,2023-12-11,OnUs,Vertex Pte Travel,Northwind LLC Holdings Services,Vertex Pte,Northwind LLC Holdings,PH,AU,Energy,Consumer,Utilities,Retail,Medium,Asia,Operational,No,82
FNCAP3OJ,2UFWIQRI,F52K9X,N5YL2Z,1442.03,PHP,2023-11-02,Local,Vertex Pte Travel,Northwind LLC Holdings Services,Vertex Pte,Northwind LLC Holdings,PH,AU,Energy,Consumer,Utilities,Retail,Medium,Asia,Operational,No,82
FNCAP3OJ,YLMWVAQN,F52K9X,NJVZQN,1789.83,PHP,2023-09-02,CLRG,Vertex Pte Travel,Acme Inc Holdings Trading,Vertex Pte,Acme Inc Holdings,PH,SG,Energy,Industrials,Utilities,Manufacturing,Low,Asia,Capital,Yes,83
FNCAP3OJ,YLMWVAQN,F52K9X,NJVZQN,1809.16,PHP,2023-09-16,COVE,Vertex Pte Travel,Acme Inc Holdings Trading,Vertex Pte,Acme Inc Holdings,PH,SG,Energy,Industrials,Utilities,Manufacturing,Medium,Asia,Capital,Yes,83
FNCAP3OJ,YLMWVAQN,F52K9X,NJVZQN,1605.18,PHP,2023-09-30,INDA,Vertex Pte Travel,Acme Inc Holdings Trading,Vertex Pte,Acme Inc Holdings,PH,SG,Energy,Industrials,Utilities,Manufacturing,Medium,Asia,Capital,Yes,83
FNCAP3OJ,YLMWVAQN,F52K9X,NJVZQN,1904.19,PHP,2023-10-14,CLRG,Vertex Pte Travel,Acme Inc Holdings Trading,Vertex Pte,Acme Inc Holdings,PH,SG,Energy,Industrials,Utilities,Manufacturing,Medium,Asia,Capital,Yes,83
FNCAP3OJ,YN0G7XJ2,F52K9X,YMPB56,1375.33,PHP,2023-08-22,OnUs,Vertex Pte Travel,Northwind Pte Services Holdings,Vertex Pte,Northwind Pte Services,PH,DE,Energy,Financial,Utilities,Banks,Medium,International,Other,No,84
FNCAP3OJ,3115RHVU,F52K9X,TX3PXH,3896.47,PHP,2023-05-23,INDA,Vertex Pte Travel,Solstice LLC Travel Holdings,Vertex Pte,Solstice LLC Travel,PH,FR,Energy,Energy,Utilities,Utilities,Low,International,Capital,No,85
FNCAP3OJ,3115RHVU,F52K9X,TX3PXH,1649.79,PHP,2023-06-26,CLRG,Vertex Pte Travel,Solstice LLC Travel Holdings,Vertex Pte,Solstice LLC Travel,PH,FR,Energy,Energy,Utilities,Utilities,Medium,International,Capital,No,85
FNCAP3OJ,ZC2QQHM0,F52K9X,6JKRGS,3224.32,PHP,2023-07-29,OnUs,Vertex Pte Travel,Lumen PLC Travel Ops,Vertex Pte,Lumen PLC Travel,PH,JP,Energy,Financial,Utilities,Banks,Medium,Asia,Other,No,86
FNCAP3OJ,ZC2QQHM0,F52K9X,6JKRGS,4505.97,PHP,2023-08-14,INDA,Vertex Pte Travel,Lumen PLC Travel Ops,Vertex Pte,Lumen PLC Travel,PH,JP,Energy,Financial,Utilities,Banks,Low,Asia,Other,No,86
FNCAP3OJ,ZC2QQHM0,F52K9X,6JKRGS,4271.97,PHP,2023-08-07,OnUs,Vertex Pte Travel,Lumen PLC Travel Ops,Vertex Pte,Lumen PLC Travel,PH,JP,Energy,Financial,Utilities,Banks,Low,Asia,Other,No,86
FNCAP3OJ,5179CY5B,F52K9X,8S0Y4C,416.81,PHP,2023-07-09,Local,Vertex Pte Travel,Granite LLC Holdings Travel,Vertex Pte,Granite LLC Holdings,PH,SG,Energy,Technology,Utilities,Hardware,Medium,Asia,Technology,No,87
XSESXP78,YBTIG63E,5569L2,926IN3,5526.0,CAD,2023-05-31,CLRG,Northwind Pte Holdings,Northwind SA Sales Ops,Northwind Pte,Northwind SA Sales,CA,GB,Industrials,Communications,Logistics,Media,Low,International,Operational,No,88
657IJXAJ,RJHQK7R8,3J7USL,13EP3J,74441.21,BRL,2023-07-29,COVE,Far Pte Sales Holdings,Northwind Pte Services Capital,Far Pte Sales,Northwind Pte Services,BR,DE,Communications,Financial,Internet,Banks,Medium,International,Other,Yes,89
657IJXAJ,RJHQK7R8,3J7USL,13EP3J,85790.62,BRL,2023-08-12,COVE,Far Pte Sales Holdings,Northwind Pte Services Capital,Far Pte Sales,Northwind Pte Services,BR,DE,Communications,Financial,Internet,Banks,Medium,International,Other,Yes,89
657IJXAJ,RJHQK7R8,3J7USL,13EP3J,78019.48,BRL,2023-08-26,OnUs,Far Pte Sales Holdings,Northwind Pte Services Capital,Far Pte Sales,Northwind Pte Services,BR,DE,Communications,Financial,Internet,Banks,Medium,International,Other,Yes,89
XVW21O1B,68M1TCOZ,6JKRGS,3J7USL,6452.66,JPY,2023-09-17,INDA,Lumen PLC Travel Holdings,Far Pte Sales Capital,Lumen PLC Travel,Far Pte Sales,JP,BR,Financial,Communications,Banks,Internet,Low,International,Operational,No,90
XVW21O1B,68M1TCOZ,6JKRGS,3J7USL,11832.38,JPY,2023-10-22,INDA,Lumen PLC Travel Holdings,Far Pte Sales Capital,Lumen PLC Travel,Far Pte Sales,JP,BR,Financial,Communications,Banks,Internet,Low,International,Operational,No,90
XVW21O1B,68M1TCOZ,6JKRGS,3J7USL,13345.63,JPY,2023-09-17,OnUs,Lumen PLC Travel Holdings,Far Pte Sales Capital,Lumen PLC Travel,Far Pte Sales,JP,BR,Financial,Communications,Banks,Internet,Low,International,Operational,No,90
XVW21O1B,68M1TCOZ,6JKRGS,3J7USL,13278.61,JPY,2023-10-18,INDA,Lumen PLC Travel Holdings,Far Pte Sales Capital,Lumen PLC Travel,Far Pte Sales,JP,BR,Financial,Communications,Banks,Internet,Low,International,Operational,No,90
XVW21O1B,SL5VY3D4,6JKRGS,J3YTRN,959.25,JPY,2023-09-28,INDA,Lumen PLC Travel Holdings,Apex Inc Services Sales,Lumen PLC Travel,Apex Inc Services,JP,GB,Financial,Communications,Banks,Telecom,Medium,International,Operational,No,91
XVW21O1B,SL5VY3D4,6JKRGS,J3YTRN,2843.75,JPY,2023-10-03,OnUs,Lumen PLC Travel Holdings,Apex Inc Services Sales,Lumen PLC Travel,Apex Inc Services,JP,GB,Financial,Communications,Banks,Telecom,Medium,International,Operational,No,91
XVW21O1B,SL5VY3D4,6JKRGS,J3YTRN,1356.98,JPY,2023-10-30,COVE,Lumen PLC Travel Holdings,Apex Inc Services Sales,Lumen PLC Travel,Apex Inc Services,JP,GB,Financial,Communications,Banks,Telecom,Medium,International,Operational,No,91
XVW21O1B,SL5VY3D4,6JKRGS,J3YTRN,2690.83,JPY,2023-11-02,INDA,Lumen PLC Travel Holdings,Apex Inc Services Sales,Lumen PLC Travel,Apex Inc Services,JP,GB,Financial,Communications,Banks,Telecom,Low,International,Operational,No,91
XVW21O1B,SL5VY3D4,6JKRGS,J3YTRN,1321.04,JPY,2023-10-12,INGA,Lumen PLC Travel Holdings,Apex Inc Services Sales,Lumen PLC Travel,Apex Inc Services,JP,GB,Financial,Communications,Banks,Telecom,Medium,International,Operational,No,91
XVW21O1B,SL5VY3D4,6JKRGS,J3YTRN,2736.18,JPY,2023-09-30,CLRG,Lumen PLC Travel Holdings,Apex Inc Services Sales,Lumen PLC Travel,Apex Inc Services,JP,GB,Financial,Communications,Banks,Telecom,Medium,International,Operational,No,91
XVW21O1B,SL5VY3D4,6JKRGS,J3YTRN,1342.54,JPY,2023-10-29,INGA,Lumen PLC Travel Holdings,Apex Inc Services Sales,Lumen PLC Travel,Apex Inc Services,JP,GB,Financial,Communications,Banks,Telecom,Medium,International,Operational,No,91
XVW21O1B,E0V6RGVQ,6JKRGS,LZEW78,239.35,JPY,2023-08-13,INGA,Lumen PLC Travel Holdings,Northwind Inc Capital Capital,Lumen PLC Travel,Northwind Inc Capital,JP,BR,Financial,Industrials,Banks,Construction,Low,International,Capital,No,92
T2IFXR2R,05UEHO3O,QERR1I,8IEXFL,9559.35,PHP,2023-04-10,OnUs,Lumen Inc Sales Services,Acme PLC Services Sales,Lumen Inc Sales,Acme PLC Services,PH,JP,Consumer,Technology,Food,Hardware,Low,Asia,Technology,No,93
T2IFXR2R,Z0BB8DSR,QERR1I,926IN3,18121.84,PHP,2023-08-09,INGA,Lumen Inc Sales Services,Northwind SA Sales Holdings,Lumen Inc Sales,Northwind SA Sales,PH,GB,Consumer,Communications,Food,Media,Low,International,Operational,No,94
T2IFXR2R,Z0BB8DSR,QERR1I,926IN3,16122.1,PHP,2023-08-27,INGA,Lumen Inc Sales Services,Northwind SA Sales Holdings,Lumen Inc Sales,Northwind SA Sales,PH,GB,Consumer,Communications,Food,Media,Low,International,Operational,No,94
T2IFXR2R,Z0BB8DSR,QERR1I,926IN3,30752.13,PHP,2023-09-03,Local,Lumen Inc Sales Services,Northwind SA Sales Holdings,Lumen Inc Sales,Northwind SA Sales,PH,GB,Consumer,Communications,Food,Media,Low,International,Operational,No,94
T2IFXR2R,Z0BB8DSR,QERR1I,926IN3,15739.46,PHP,2023-08-15,COVE,Lumen Inc Sales Services,Northwind SA Sales Holdings,Lumen Inc Sales,Northwind SA Sales,PH,GB,Consumer,Communications,Food,Media,Low,International,Operational,No,94
T2IFXR2R,Z0BB8DSR,QERR1I,926IN3,13487.1,PHP,2023-09-10,OnUs,Lumen Inc Sales Services,Northwind SA Sales Holdings,Lumen Inc Sales,Northwind SA Sales,PH,GB,Consumer,Communications,Food,Media,Low,International,Operational,No,94
T2IFXR2R,Z0BB8DSR,QERR1I,926IN3,19812.98,PHP,2023-10-04,COVE,Lumen Inc Sales Services,Northwind SA Sales Holdings,Lumen Inc Sales,Northwind SA Sales,PH,GB,Consumer,Communications,Food,Media,Low,International,Operational,No,94
T2IFXR2R,Z0BB8DSR,QERR1I,926IN3,16789.22,PHP,2023-10-02,COVE,Lumen Inc Sales Services,Northwind SA Sales Holdings,Lumen Inc Sales,Northwind SA Sales,PH,GB,Consumer,Communications,Food,Media,Low,International,Operational,No,94
T2IFXR2R,Z0BB8DSR,QERR1I,926IN3,23932.55,PHP,2023-09-11,COVE,Lumen Inc Sales Services,Northwind SA Sales Holdings,Lumen Inc Sales,Northwind SA Sales,PH,GB,Consumer,Communications,Food,Media,Low,International,Operational,No,94
T2IFXR2R,Z0BB8DSR,QERR1I,926IN3,9670.38,PHP,2023-08-16,CLRG,Lumen Inc Sales Services,Northwind SA Sales Holdings,Lumen Inc Sales,Northwind SA Sales,PH,GB,Consumer,Communications,Food,Media,Low,International,Operational,No,94
T2IFXR2R,N9PQ4QYM,QERR1I,OY01GU,8948.12,PHP,2023-01-22,Local,Lumen Inc Sales Services,Far Ltd Trading Capital,Lumen Inc Sales,Far Ltd Trading,PH,BR,Consumer,Energy,Food,Oil,Low,International,Capital,No,95
T2IFXR2R,N9PQ4QYM,QERR1I,OY01GU,15330.78,PHP,2023-02-11,INGA,Lumen Inc Sales Services,Far Ltd Trading Capital,Lumen Inc Sales,Far Ltd Trading,PH,BR,Consumer,Energy,Food,Oil,Low,International,Capital,No,95
T2IFXR2R,N9PQ4QYM,QERR1I,OY01GU,9452.84,PHP,2023-01-29,Local,Lumen Inc Sales Services,Far Ltd Trading Capital,Lumen Inc Sales,Far Ltd Trading,PH,BR,Consumer,Energy,Food,Oil,Low,International,Capital,No,95
T2IFXR2R,N9PQ4QYM,QERR1I,OY01GU,12969.31,PHP,2023-02-11,Swift,Lumen Inc Sales Services,Far Ltd Trading Capital,Lumen Inc Sales,Far Ltd Trading,PH,BR,Consumer,Energy,Food,Oil,Low,International,Capital,No,95
T2IFXR2R,N9PQ4QYM,QERR1I,OY01GU,7442.2,PHP,2023-03-11,OnUs,Lumen Inc Sales Services,Far Ltd Trading Capital,Lumen Inc Sales,Far Ltd Trading,PH,BR,Consumer,Energy,Food,Oil,Low,International,Capital,No,95
T2IFXR2R,N9PQ4QYM,QERR1I,OY01GU,11505.15,PHP,2023-02-05,INDA,Lumen Inc Sales Services,Far Ltd Trading Capital,Lumen Inc Sales,Far Ltd Trading,PH,BR,Consumer,Energy,Food,Oil,Low,International,Capital,No,95
T2IFXR2R,FFC31BUQ,QERR1I,13EP3J,18048.7,PHP,2023-11-13,COVE,Lumen Inc Sales Services,Northwind Pte Services Capital,Lumen Inc Sales,Northwind Pte Services,PH,DE,Consumer,Financial,Food,Banks,Medium,International,Other,No,96
T2IFXR2R,FFC31BUQ,QERR1I,13EP3J,11211.42,PHP,2023-12-20,INGA,Lumen Inc Sales Services,Northwind Pte Services Capital,Lumen Inc Sales,Northwind Pte Services,PH,DE,Consumer,Financial,Food,Banks,Medium,International,Other,No,96
T2IFXR2R,FFC31BUQ,QERR1I,13EP3J,12957.83,PHP,2023-12-09,INDA,Lumen Inc Sales Services,Northwind Pte Services Capital,Lumen Inc Sales,Northwind Pte Services,PH,DE,Consumer,Financial,Food,Banks,Medium,International,Other,No,96
T2IFXR2R,FFC31BUQ,QERR1I,13EP3J,19861.72,PHP,2023-11-06,OnUs,Lumen Inc Sales Services,Northwind Pte Services Capital,Lumen Inc Sales,Northwind Pte Services,PH,DE,Consumer,Financial,Food,Banks,Medium,International,Other,No,96
T2IFXR2R,FFC31BUQ,QERR1I,13EP3J,25611.79,PHP,2023-12-01,Local,Lumen Inc Sales Services,Northwind Pte Services Capital,Lumen Inc Sales,Northwind Pte Services,PH,DE,Consumer,Financial,Food,Banks,Medium,International,Other,No,96
T2IFXR2R,FFC31BUQ,QERR1I,13EP3J,35371.55,PHP,2023-12-31,CLRG,Lumen Inc Sales Services,Northwind Pte Services Capital,Lumen Inc Sales,Northwind Pte Services,PH,DE,Consumer,Financial,Food,Banks,Medium,International,Other,No,96
T2IFXR2R,3K497ISB,QERR1I,7ZKNZQ,3283.09,PHP,2023-07-21,COVE,Lumen Inc Sales Services,Cardinal SA Sales Travel,Lumen Inc Sales,Cardinal SA Sales,PH,GB,Consumer,Communications,Food,Media,Low,International,Operational,No,97
T2IFXR2R,3K497ISB,QERR1I,7ZKNZQ,3854.48,PHP,2023-07-26,Swift,Lumen Inc Sales Services,Cardinal SA Sales Travel,Lumen Inc Sales,Cardinal SA Sales,PH,GB,Consumer,Communications,Food,Media,Low,International,Operational,No,97
T2IFXR2R,3K497ISB,QERR1I,7ZKNZQ,4639.54,PHP,2023-07-12,INGA,Lumen Inc Sales Services,Cardinal SA Sales Travel,Lumen Inc Sales,Cardinal SA Sales,PH,GB,Consumer,Communications,Food,Media,Low,International,Operational,No,97
T2IFXR2R,3K497ISB,QERR1I,7ZKNZQ,2938.06,PHP,2023-08-06,CLRG,Lumen Inc Sales Services,Cardinal SA Sales Travel,Lumen Inc Sales,Cardinal SA Sales,PH,GB,Consumer,Communications,Food,Media,Low,International,Operational,No,97
T2IFXR2R,3K497ISB,QERR1I,7ZKNZQ,2004.59,PHP,2023-07-10,COVE,Lumen Inc Sales Services,Cardinal SA Sales Travel,Lumen Inc Sales,Cardinal SA Sales,PH,GB,Consumer,Communications,Food,Media,Low,International,Operational,No,97
